WO ref,PROCESS,PART #,PART DESCRIPT,CUSTOMER,HOURS O/S,OP #,OP DESCRIPT,REQ'D DATE,PERIOD
58756/1.01,PRESS/SEALING,GR/DIA1/398443-010A,"GRAPHITE PACKING SET TO DRG 398443-0110  REV A (5 RINGS/SET)
Tariff Code 84818090",DIAMOND POWER SPECIALTY LTD,12.65,20,PRESS/SEALING,05/03/2021,
58796/1.01,TURNING,MP/ALS1/MMHW-4R2003-1/120000104,MMHW-4R2003-1   120000104   M12 SHOULDERED WASHER ,GE ENERGY POWER CONVERSION LTD,2.35,30,TURN,05/03/2021,
58796/1.01,MILLING,MP/ALS1/MMHW-4R2003-1/120000104,MMHW-4R2003-1   120000104   M12 SHOULDERED WASHER ,GE ENERGY POWER CONVERSION LTD,0.9,20,MILL,05/03/2021,
58810/1.01,MILLING,MP/BAM1/PEPROFILESAMPLE,"BLACK PE PROFILE TO SAMPLE, 200mm X 35mm X 9mm",BAM NUTTALL,51,20,MILL,05/03/2021,
58769/1.01,MILLING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,1.42,50,MILL,08/03/2021,
58769/1.01,TURNING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,0.17,40,TURN,08/03/2021,
58769/1.01,TURNING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,0.17,30,TURN,08/03/2021,
58769/1.01,TURNING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,0.92,20,TURN,08/03/2021,
58769/2.01,TURNING,MP/IMP2/0251-0500,INDICATOR EXTENSION PIN 0251-0500 Rev 1,FUGRO GB (NORTH) MARINE LTD,1.04,20,TURN,08/03/2021,
58769/2.01,MILLING,MP/IMP2/0251-0500,INDICATOR EXTENSION PIN 0251-0500 Rev 1,FUGRO GB (NORTH) MARINE LTD,0.71,30,MILL,08/03/2021,
58769/2.01,MILLING,MP/IMP2/0251-0500,INDICATOR EXTENSION PIN 0251-0500 Rev 1,FUGRO GB (NORTH) MARINE LTD,0.75,40,MILL,08/03/2021,
58769/3.01,TURNING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,0.83,40,TURN,08/03/2021,
58769/3.01,TURNING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,1.25,30,TURN,08/03/2021,
58769/3.01,TURNING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,2,20,TURN,08/03/2021,
58769/3.01,MANUAL MACHINING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,0.83,50,ENGRAVE,08/03/2021,
58769/4.01,MILLING,MP/IMP2/8027-0517,"8027-0517 REV 01   LOADING RAIL, CLASS 6 & 7 TT 
NATURAL NYLON
",FUGRO GB (NORTH) MARINE LTD,2.5,20,MILL,08/03/2021,
58769/4.01,MANUAL MACHINING,MP/IMP2/8027-0517,"8027-0517 REV 01   LOADING RAIL, CLASS 6 & 7 TT 
NATURAL NYLON
",FUGRO GB (NORTH) MARINE LTD,0.08,30,ENGRAVE,08/03/2021,
58783/2.01,TURNING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,4.3,20,TURN,08/03/2021,
58783/2.01,TURNING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,08/03/2021,
58783/3.01,MILLING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,28.5,50,MILL,08/03/2021,
58783/3.01,MILLING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.75,60,MANUFACTURE OF JIG OR FIXTURE,08/03/2021,
58815/1.01,TURNING,MP/CRE1/CRE-IC2000-MDT,"CRE-IC2000-MDT REV 01   SIZE 'M' COAX (7.00 OD) INSERT MALE - BACK PRESSURE (GREEN ISOVAL)

**BILLET LENGTH 25 DIA X 35mm LONG",C R ENCAPSULATION LIMITED,1.5,20,TURN,08/03/2021,
58815/1.01,MILLING,MP/CRE1/CRE-IC2000-MDT,"CRE-IC2000-MDT REV 01   SIZE 'M' COAX (7.00 OD) INSERT MALE - BACK PRESSURE (GREEN ISOVAL)

**BILLET LENGTH 25 DIA X 35mm LONG",C R ENCAPSULATION LIMITED,2.08,30,MILL,08/03/2021,
58820/1.01,TURNING,MP/CRE1/CRE-IC1729-MDT,CRE-IC1729-MDT REV 01   INSERT SIZE 'C' 4 WAY - BP TYPE (EPOXY) ,C R ENCAPSULATION LIMITED,1.21,20,TURN,08/03/2021,
58820/1.01,MILLING,MP/CRE1/CRE-IC1729-MDT,CRE-IC1729-MDT REV 01   INSERT SIZE 'C' 4 WAY - BP TYPE (EPOXY) ,C R ENCAPSULATION LIMITED,1.33,30,MILL,08/03/2021,
58820/2.01,TURNING,MP/CRE1/CRE-IC1730-MDT,CRE-IC1730-MDT REV 01   INSERT SIZE 'C' 4 WAY FEMALE - BP TYPE (EPOXY),C R ENCAPSULATION LIMITED,1.08,20,TURN,08/03/2021,
58820/2.01,MILLING,MP/CRE1/CRE-IC1730-MDT,CRE-IC1730-MDT REV 01   INSERT SIZE 'C' 4 WAY FEMALE - BP TYPE (EPOXY),C R ENCAPSULATION LIMITED,1.07,30,MILL,08/03/2021,
58828/1.01,TURNING,MP/AII1/F191027,"F191027   AISCO1TAB Rev A   
25% GLASS FILLED PTFE BUSH 
20.1mm OD X 12.3mm ID X 20mm",A.I. INTERNATIONAL LTD.,2,20,TURN,08/03/2021,
58828/2.01,TURNING,MP/AII1/4000653,"4000653   AISCO1TAB Rev A   
25% GLASS FILLED PTFE BUSH 
24mm OD X 16.3mm ID X 40mm LG ",A.I. INTERNATIONAL LTD.,1.5,20,TURN,08/03/2021,
58828/3.01,TURNING,MP/AII1/F104706,"F104706   AISCO1TAB Rev A   
25% GLASS FILLED PTFE BUSH 
28mm OD X 20.25mm ID X 30mm LG ",A.I. INTERNATIONAL LTD.,2.5,20,TURN,08/03/2021,
58693/1.01,TURNING,MP/PER1/2443-DET,COMPENSATOR HOUSING 13.5 Lt   2443-DET Rev 3   (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,11.5,20,TURN,09/03/2021,
58783/1.01,TURNING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,3.2,20,TURN,09/03/2021,
58783/1.01,TURNING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,09/03/2021,
58783/1.01,TURNING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,2.75,40,TURN,09/03/2021,
58783/2.01,TURNING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,4.13,40,TURN,09/03/2021,
58783/2.01,MILLING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,6.5,50,MILL,09/03/2021,
58829/1.01,TURNING,MP/OCE1/SSA-0054-361-21,SSA-0054-361-21  Rev X   TORQUE TOOL SUPPORT RING (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.79,20,TURN,09/03/2021,
58693/1.01,TURNING,MP/PER1/2443-DET,COMPENSATOR HOUSING 13.5 Lt   2443-DET Rev 3   (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,1,40,MANUFACTURE OF JIG OR FIXTURE,10/03/2021,
58693/1.01,MILLING,MP/PER1/2443-DET,COMPENSATOR HOUSING 13.5 Lt   2443-DET Rev 3   (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,6.5,30,MILL,10/03/2021,
58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,2,110,MANUFACTURE OF JIG OR FIXTURE,10/03/2021,
58695/1.01,MILLING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,27,50,MILL,10/03/2021,
58783/1.01,MILLING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,4.67,50,MILL,10/03/2021,
58783/1.01,MILLING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.75,60,MANUFACTURE OF JIG OR FIXTURE,10/03/2021,
58783/1.01,MILLING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,2.57,70,MILL,10/03/2021,
58783/2.01,MILLING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.75,60,MANUFACTURE OF JIG OR FIXTURE,10/03/2021,
58783/2.01,MILLING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,3.85,70,MILL,10/03/2021,
58783/3.01,MILLING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,19.25,70,MILL,10/03/2021,
58821/1.01,TURNING,MP/CRE1/CRE-IC2007-MDT,CRE-IC2007-MDT REV 01   INSERT SIZE 'B' 18 WAY HYBRID MALE - BACK PRESSURE (EPOXY),C R ENCAPSULATION LIMITED,0.88,20,TURN,10/03/2021,
58821/1.01,MILLING,MP/CRE1/CRE-IC2007-MDT,CRE-IC2007-MDT REV 01   INSERT SIZE 'B' 18 WAY HYBRID MALE - BACK PRESSURE (EPOXY),C R ENCAPSULATION LIMITED,1.06,30,MILL,10/03/2021,
58823/1.01,TURNING,MP/SOI1/DE2086,PRESSURE HOUSING DE2086 iss 4,SOIL MACHINE DYNAMICS LIMITED,8.25,30,TURN,10/03/2021,
58823/1.01,MANUAL MACHINING,MP/SOI1/DE2086,PRESSURE HOUSING DE2086 iss 4,SOIL MACHINE DYNAMICS LIMITED,1,20,SAW,10/03/2021,
58823/3.01,TURNING,MP/SOI1/AC9723,"COUPLING FLANGE, AC9723 iss 1 (inspection reports included)",SOIL MACHINE DYNAMICS LIMITED,0.83,30,TURN,10/03/2021,
58823/3.01,MILLING,MP/SOI1/AC9723,"COUPLING FLANGE, AC9723 iss 1 (inspection reports included)",SOIL MACHINE DYNAMICS LIMITED,2.42,40,MILL,10/03/2021,
58823/3.01,TURNING,MP/SOI1/AC9723,"COUPLING FLANGE, AC9723 iss 1 (inspection reports included)",SOIL MACHINE DYNAMICS LIMITED,1.5,20,TURN,10/03/2021,
58823/5.01,TURNING,MP/SOI1/TM2053,LEVEL WIND CHAIN TENSIONER ROLLER] TM2053 rev 0,SOIL MACHINE DYNAMICS LIMITED,1.17,20,TURN,10/03/2021,
58823/5.01,TURNING,MP/SOI1/TM2053,LEVEL WIND CHAIN TENSIONER ROLLER] TM2053 rev 0,SOIL MACHINE DYNAMICS LIMITED,0.1,30,TURN,10/03/2021,
58827/1.01,MILLING,MP/SCO019/NYLONWEDGE,"NATURAL NYLON WEDGE, AS SAMPLE BUT WITHOUT HOLES",SCOTBEEF LIMITED,1.25,20,MILL,10/03/2021,
58827/2.01,TURNING,MP/SCO019/NYLON SLEEVE,"NATURAL NYLON SLEEVE AS SAMPLE, TO BE SPLIT(NOT A COMPLETE CIRCLE, WILL HAVE WIDTH OF A BLADE SPLIT LINE) ",SCOTBEEF LIMITED,1.15,20,TURN,10/03/2021,
58827/2.01,MANUAL MACHINING,MP/SCO019/NYLON SLEEVE,"NATURAL NYLON SLEEVE AS SAMPLE, TO BE SPLIT(NOT A COMPLETE CIRCLE, WILL HAVE WIDTH OF A BLADE SPLIT LINE) ",SCOTBEEF LIMITED,0.23,30,SAW - SPLIT IN HALF,10/03/2021,
58833/1.01,TURNING,MP/SOI1/AB0386,ROLLER AB0386 iss 0,SOIL MACHINE DYNAMICS LIMITED,2.25,20,TURN,10/03/2021,
58834/1.01,TURNING,MP/SOI1/AB0386,ROLLER AB0386 iss 0,SOIL MACHINE DYNAMICS LIMITED,1.42,20,TURN,10/03/2021,
58755/1.01,MILLING,MP/OCE1/980024626,980024626 Rev B   PLASTIC BODY COVER LHS (BLACK ACETAL) ,OCEANEERING INTERNATIONAL SERVICES LTD,52,20,MILL,11/03/2021,
58755/2.01,MILLING,MP/OCE1/980024627,980024627 Rev B   PLASTIC BODY COVER RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,46,20,MILL,11/03/2021,
58755/4.01,TURNING,MP/OCE1/980026513,980026513 Rev B   PROTECTION SLEEVE RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,4.3,20,TURN,11/03/2021,
58755/5.01,TURNING,MP/OCE1/980026358,980026358 Rev B   PROTECTION SLEEVE LHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,4,20,TURN,11/03/2021,
58826/3.01,TURNING,MP/MET3/816-085,"816-085 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 83.3mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,4.58,20,TURN,11/03/2021,
58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.58,30,TURN,11/03/2021,
58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.92,40,"TURN THREAD 
THREAD",11/03/2021,
58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.25,50,SPLIT BUSH,11/03/2021,
58837/1.01,MILLING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,1.58,60,MILL PTG ANGLED ,11/03/2021,
58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,1.58,20,TURN,11/03/2021,
58837/1.01,MILLING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.42,70,MILL,11/03/2021,
58755/1.01,MANUAL MACHINING,MP/OCE1/980024626,980024626 Rev B   PLASTIC BODY COVER LHS (BLACK ACETAL) ,OCEANEERING INTERNATIONAL SERVICES LTD,12,30,MANUAL MACHINING (VARIOUS),12/03/2021,
58755/2.01,MANUAL MACHINING,MP/OCE1/980024627,980024627 Rev B   PLASTIC BODY COVER RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,9,30,FINISH,12/03/2021,
58755/3.01,CNC ROUTERS,MP/OCE1/980026377,980026377 Rev B   PLASTIC COVER END PLATE (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,4,20,CNC ROUTER,12/03/2021,
58755/3.01,MANUAL MACHINING,MP/OCE1/980026377,980026377 Rev B   PLASTIC COVER END PLATE (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,2,30,MANUAL MACHINING (VARIOUS),12/03/2021,
58755/4.01,MILLING,MP/OCE1/980026513,980026513 Rev B   PROTECTION SLEEVE RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,10.5,30,MILL,12/03/2021,
58755/5.01,MILLING,MP/OCE1/980026358,980026358 Rev B   PROTECTION SLEEVE LHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,6,30,MILL,12/03/2021,
58813/1.01,MILLING,MP/OCE1/980002957,980002957 Rev B   PLATE - CHECK VALVE MOUNTING (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.03,30,MILL,12/03/2021,
58813/1.01,MILLING,MP/OCE1/980002957,980002957 Rev B   PLATE - CHECK VALVE MOUNTING (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,1.08,20,MILL & ENGRAVE,12/03/2021,
58826/1.01,TURNING,MP/MET3/702-010,"702-010 Rev A   POWER PIN INSULATOR, POWERLINE FEEDTHRU  (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.83,20,TURN,12/03/2021,
58826/1.01,MILLING,MP/MET3/702-010,"702-010 Rev A   POWER PIN INSULATOR, POWERLINE FEEDTHRU  (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.58,30,MILL,12/03/2021,
58826/2.01,TURNING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,2.05,20,TURN,12/03/2021,
58826/2.01,TURNING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.7,30,TURN,12/03/2021,
58826/2.01,TURNING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,12/03/2021,
58826/2.01,MILLING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.25,50,MILL,12/03/2021,
58826/3.01,TURNING,MP/MET3/816-085,"816-085 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 83.3mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,3.33,30,TURN,12/03/2021,
58826/3.01,TURNING,MP/MET3/816-085,"816-085 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 83.3mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,12/03/2021,
58826/4.01,TURNING,MP/MET3/816-015,"816-015 REV A   SOCKET INSULATOR, Ø12.425mm OD, Ø4mm ID, 52.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,1.67,20,TURN,12/03/2021,
58826/4.01,TURNING,MP/MET3/816-015,"816-015 REV A   SOCKET INSULATOR, Ø12.425mm OD, Ø4mm ID, 52.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.25,30,TURN,12/03/2021,
58826/4.01,TURNING,MP/MET3/816-015,"816-015 REV A   SOCKET INSULATOR, Ø12.425mm OD, Ø4mm ID, 52.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,12/03/2021,
58826/5.01,TURNING,MP/MET3/816-023,"816-023 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 42.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,2.25,20,TURN,12/03/2021,
58826/5.01,TURNING,MP/MET3/816-023,"816-023 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 42.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.6,30,TURN,12/03/2021,
58826/5.01,TURNING,MP/MET3/816-023,"816-023 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 42.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,12/03/2021,
58826/6.01,TURNING,MP/MET3/816-079,"816-079 REV A   CENTRALISER, Ø22.405mm OD, Ø19.02mm ID, 2.5mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.15,20,TURN,12/03/2021,
58826/6.01,MILLING,MP/MET3/816-079,"816-079 REV A   CENTRALISER, Ø22.405mm OD, Ø19.02mm ID, 2.5mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,12/03/2021,
58826/6.01,MILLING,MP/MET3/816-079,"816-079 REV A   CENTRALISER, Ø22.405mm OD, Ø19.02mm ID, 2.5mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.75,40,MILL,12/03/2021,
58841/1.01,MANUAL MACHINING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.17,20,SAW,12/03/2021,
58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.75,30,MANUFACTURE OF JIG OR FIXTURE,12/03/2021,
58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,1.58,40,TURN,15/03/2021,
58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.58,50,TURN,15/03/2021,
58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.75,60,MANUFACTURE OF JIG OR FIXTURE,15/03/2021,
58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,1.33,70,TURN,15/03/2021,
58841/1.01,MILLING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,1.25,80,MILL,15/03/2021,
58640/1.01,PRESS/SEALING,GR/DIA1/396742010B,"GRAPHITE PACKING SET (SOLID) PART 396742-010B
DRG NO 396742-0120 REV A
Tariff Code 84818090",DIAMOND POWER SPECIALTY LTD,8.33,20,PRESS/SEALING,16/03/2021,
58679/1.01,PRESS/SEALING,GR/DIA1/351182-0130,"GRAPHITE PACKING SET (SPLIT) 351182-0130 ISS F, ITEM NO 351182-010A
Tariff Code 84818090
UK MANUFACTURE",DIAMOND POWER SPECIALTY LTD,2.75,20,PRESS/SEALING,16/03/2021,
58839/1.01,MILLING,MP/CAI1/C0423/SP8,"C0423 SP8 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,2,20,MILL TO HEIGHT & 2OFF 14mm HOLES THRO,16/03/2021,
58839/2.01,MILLING,MP/CAI1/C0423/SP15,"C0423 SP15 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,2,20,MILL TO HEIGHT & 2OFF 14mm HOLES THRO,16/03/2021,
58839/3.01,MILLING,MP/CAI1/C0423/SP18,"C0423 SP18 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,2,20,MILL TO HEIGHT & 2OFF 14mm HOLES THRO,16/03/2021,
58775/2.01,MILLING,MP/SOI1/AE9036,"COVER FACEPLATE PRESSURE VESSEL, AE9036 rev 0",SOIL MACHINE DYNAMICS LIMITED,8.5,20,MILL,17/03/2021,
58805/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.1,30,TURN,17/03/2021,
58805/1.01,MILLING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.92,40,MILL,17/03/2021,
58805/1.01,MILLING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.33,50,MILL,17/03/2021,
58805/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.17,60,TURN,17/03/2021,
58805/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.82,20,TURN,17/03/2021,
58805/2.01,MILLING,MP/IMP2/8016-0501,"8016-0501 Rev 01   FINGER, CLEANING PAD",FUGRO GB (NORTH) MARINE LTD,0.2,40,MILL,17/03/2021,
58805/2.01,MILLING,MP/IMP2/8016-0501,"8016-0501 Rev 01   FINGER, CLEANING PAD",FUGRO GB (NORTH) MARINE LTD,0.23,30,MILL,17/03/2021,
58805/2.01,MILLING,MP/IMP2/8016-0501,"8016-0501 Rev 01   FINGER, CLEANING PAD",FUGRO GB (NORTH) MARINE LTD,1.4,20,MILL,17/03/2021,
58805/3.01,TURNING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,1.42,20,TURN,17/03/2021,
58805/3.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,0.7,30,MILL,17/03/2021,
58805/3.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,2.53,40,MILL FLAT,17/03/2021,
58805/3.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,0.4,50,MILL HOLES & C-BORES,17/03/2021,
58814/1.01,TURNING,MP/CRE1/CRE-IC1193-MDT,CRE-IC1193-MDT Rev B   SIZE 'A' HYBRID INSERT FEMALE 5-WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,17/03/2021,
